fighter_id,r_fighter,r_avg_sig_str_landed,r_avg_sig_str_pct,r_avg_sub_att,r_avg_td_landed,r_avg_td_pct,count,r_height_cms,r_reach_cms,r_age
139,Arjan Bhullar,-0.01251020102037268,0.12202363756884822,-0.6480602126157889,-0.011606046442986906,1.838478595253586,4,0.8638468923236303,0.7941949969615534,0.38944512864954217
140,Arman Tsarukyan,-1.0267661208091592,0.42069244926765204,-0.6480602126157889,0.5349819439037979,-0.4134071641069744,4,-0.843015618356517,0.08052506506480867,-1.5254636895766152
141,Arnold Allen,-0.18928003207685046,-0.27551008198272475,0.2423660896678492,0.5142344940469228,0.9006740341650209,8,-0.5585385332431596,-0.3952548895330194,-0.8073728827418062
142,Artem Lobov,0.7257804896370432,-0.6960760648477486,-0.6480602126157889,-0.6687789666163588,-0.6388706957891684,7,-0.2740614481298022,-1.584704776027595,0.15008152637127248
143,Ashkan Mokhtarian,-0.7473960154636198,-0.6080556799171158,-0.6480602126157889,-0.4050921650250866,-0.3441183715112649,2,-1.1274927034698774,-1.1089248214297642,0.38944512864954217
144,Ashlee Evans-Smith,0.9148362495068246,0.4639717727209219,-0.6480602126157889,-0.05453180484156605,0.4074725594763313,8,-0.5585385332431596,-1.1089248214297642,0.6288087309278119
145,Ashley Yoder,-0.21789234309516414,-0.051646745751321894,-0.11999272219028519,0.19529610908109069,0.5119831546284159,10,-0.843015618356517,-0.633144866831936,0.6288087309278119
146,Askar Askarov,-1.0016267836838142,0.9848446491431696,-0.6480602126157889,1.6696528242395747,0.2178907239872683,3,-1.1274927034698774,-1.1089248214297642,-0.5680092804635365
147,Aspen Ladd,-0.21323901209240442,0.43847983627549164,0.3123625355955961,0.23707718061765826,0.9723686878072169,5,-1.1274927034698774,-1.346814798728681,-1.5254636895766152
148,Augusto Mendes,-0.3047620886516743,-0.9841571465007942,-0.6480602126157889,-0.2620063036964893,-0.7675498818183789,3,-1.1274927034698774,-1.584704776027595,0.8681723332060816
149,Augusto Montano,0.10382307455935227,-0.02177986436020534,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,3,0.8638468923236303,0.3184150423637227,0.15008152637127248
150,Augusto Sakai,0.34863368484995894,0.2768889473385981,-0.6480602126157889,-0.5753643400061174,1.2033313297929153,6,1.4328010625503482,1.2699749515593841,-0.8073728827418062
151,Austin Arnett,0.5890179558724463,-0.4642521774349719,-0.6480602126157889,-0.36932069962139435,1.0724524997192908,4,0.579369807210273,0.08052506506480867,-1.046736485020076
152,Austin Hubbard,-0.9592766072430522,0.6245457651890575,-0.6480602126157889,0.021712518480786685,1.315513184471683,7,0.01041563698355831,-0.15736491223410537,-0.32864567818526685
153,Austin Lingo,-1.047025135151706,-0.9841571465007944,-0.6480602126157889,-0.3564429721733635,1.4496914812443271,3,0.01041563698355831,-0.3952548895330194,-0.8073728827418062
154,Austin Springer,-0.9203637345562877,1.847665660717491,1.1671717857218804,2.805754563188638,0.9261761594100771,1,-0.5585385332431596,-0.15736491223410537,0.6288087309278119
155,Azamat Gashimov,-1.019786124270971,-1.3381349974030803,-0.6480602126157889,-0.4050921650250866,1.2033313297929153,2,-1.1274927034698774,-1.346814798728681,-1.7648272918548848
156,BJ Penn,1.4546714773720042,1.4442509217908022,0.28032049651168245,0.1743414793605404,0.6126779396391017,10,-0.2740614481298022,-0.3952548895330194,2.3043539468756995
