fighter_id,r_fighter,r_avg_sig_str_landed,r_avg_sig_str_pct,r_avg_sub_att,r_avg_td_landed,r_avg_td_pct,count,r_height_cms,r_reach_cms,r_age
1, Jun Yong Park,-1.1559811786746463,1.1288693872290374,-0.6480602126157889,-0.4050921650250866,0.04851811986442262,1,0.01041563698355831,0.3184150423637227,-0.5680092804635365
2,Aalon Cruz,-0.5900907276273747,0.2879507551792948,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,2,0.579369807210273,1.5078649288582981,-0.08928207590699719
3,Aaron Phillips,-0.7049485568411409,-0.03284167220090165,0.17704524117406067,-0.8343497490108787,-1.1062950900640702,3,-0.2740614481298022,-0.3952548895330194,-1.2861000872983457
4,Aaron Riley,1.4333462246580433,0.18931630267053856,-0.4090415689940927,0.017351806461977697,0.3175162763774368,3,-0.5585385332431596,-0.633144866831936,0.38944512864954217
5,Aaron Rosa,1.999204248343837,-0.3536340995810981,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,3,1.7172781476637056,1.5078649288582981,-0.5680092804635365
6,Aaron Simpson,1.296370886173635,1.0629258680539166,-0.22445696616206026,1.6346904753272609,1.3642925866791464,8,0.579369807210273,0.3184150423637227,1.8256267423191601
7,Aaron Wilkinson,-1.1559811786746463,-2.3336977030657584,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,1,0.01041563698355831,0.09176396163011215,-1.7648272918548848
8,Abdul Razak Alhassan,-0.3453683919342878,0.4944378348722946,-0.6480602126157889,-0.5535834922578945,-0.40699153516292724,9,0.01041563698355831,0.3184150423637227,1.1075359354843513
9,Abdul-Kerim Edilov,-1.1559811786746463,-2.3336977030657584,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,1,1.1483239774369909,1.5078649288582981,-1.2861000872983457
10,Abel Trujillo,0.9378124092201127,0.46688339823066394,0.20906719092042758,0.26366389640225496,1.9819742181065243,10,-0.5585385332431596,-0.3952548895330194,0.6288087309278119
11,Abner Lloveras,-1.1559811786746463,-2.3336977030657584,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,1,0.29489272209691564,-0.15736491223410537,0.6288087309278119
12,Abu Azaitar,-0.978587120313859,-0.8735390680938302,-0.6480602126157889,-0.6197209570179826,-0.5288884850998238,2,-0.2740614481298022,1.0320849742604674,1.1075359354843513
13,Abubakar Nurmagomedov,-1.0337461173473477,0.7525466844885444,-0.6480602126157889,2.1575756113700915,1.9655080483457208,2,0.29489272209691564,0.08052506506480867,-0.08928207590699719
14,Adam Cella,-1.1559811786746463,-2.3336977030657584,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,1,1.1483239774369909,1.5078649288582981,-0.8073728827418062
15,Adam Milstead,0.39891235910064915,0.7488594144708585,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,3,1.4328010625503482,1.0320849742604674,0.15008152637127248
16,Adam Wieczorek,0.42161153483459524,-0.34257229174040177,-0.3730250613525058,-0.8343497490108787,-1.1062950900640702,3,2.0017552327770662,2.221534860755043,-1.046736485020076
17,Adam Yandiev,-1.1559811786746463,-2.3336977030657584,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,1,-0.2740614481298022,0.5563050196626393,-0.08928207590699719
18,Adlan Amagov,0.13787183816027115,-1.0726516092263658,-0.6480602126157889,1.7411957549038735,0.2794807618501211,2,1.1483239774369909,1.0320849742604674,-1.046736485020076
19,Adrian Yanez,-0.665905974578754,1.0290918805059557,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,3,-0.843015618356517,-0.3952548895330194,-0.8073728827418062
20,Adriano Martins,-0.3702654243086337,0.667528789625426,-0.07048639496289416,-0.3069761458283342,0.81564403788835,7,0.01041563698355831,0.08052506506480867,0.38944512864954217
21,Aiemann Zahabi,0.4071975582435394,-0.34257229174040177,-0.6480602126157889,-0.763522247653223,-0.9215249764755113,4,-0.5585385332431596,-0.8710348441308501,0.6288087309278119
22,Aisling Daly,-0.3047620886516743,0.14414725325024122,0.4520803924373438,-0.11892044236789188,0.3564683091786873,3,-2.26540104392331,-1.822594753326509,-0.8073728827418062
23,Akbarh Arreola,0.14354663203700974,-0.20153424177152238,-0.30426627367420256,0.13147981495715344,1.9732068034635148,4,0.01041563698355831,-0.15736491223410537,0.15008152637127248
24,Akira Corassani,0.8657587399909719,0.35376851183143826,-0.6480602126157889,-0.46709603821978346,-0.7802528271275924,6,-0.5585385332431596,-0.8710348441308501,0.38944512864954217
25,Al Iaquinta,1.647623776498199,0.48275743498723894,-0.23437213649092203,0.011256720506447061,0.1713596791448806,14,0.01041563698355831,-0.3952548895330194,0.38944512864954217
26,Alan Baudot,-0.89006033495147,-0.30938686821831246,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,2,1.4328010625503482,1.7457549061572122,0.6288087309278119
27,Alan Belcher,0.6129909840163013,0.3661335355898249,0.11241610230396591,-0.5612773152897006,-0.16798778323870722,5,1.1483239774369909,0.3184150423637227,-0.8073728827418062
28,Alan Jouban,1.2002656383418624,0.9550654372251499,-0.6480602126157889,-0.6606269319519809,-0.4463274800687672,13,0.579369807210273,0.3184150423637227,1.8256267423191601
29,Alan Omer,0.8188471101786489,-0.4421285623066697,-0.6480602126157889,-0.4050921650250866,-0.3441183715112649,2,0.01041563698355831,-0.15736491223410537,-1.046736485020076
30,Alan Patrick,0.017679702649027455,0.22296263356211263,-0.3627112432488914,0.8490554095558407,0.4245060543227766,8,0.29489272209691564,0.5563050196626393,0.8681723332060816
31,Albert Cheng,-1.1559811786746463,-2.3336977030657584,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,1,0.29489272209691564,-0.2763099008835637,-0.32864567818526685
32,Albert Morales,2.5968735454186325,-0.21071554272177248,-0.6480602126157889,-0.47949681285872287,-0.27467560351294806,5,-0.2740614481298022,0.08052506506480867,-1.046736485020076
33,Albert Tumenov,0.5419374333538064,-0.06454560411505313,-0.6480602126157889,-0.5560988508047578,0.39083775003285526,8,0.29489272209691564,0.3184150423637227,-1.5254636895766152
34,Alberto Mina,0.974903943406275,0.2575307841704697,-0.6480602126157889,-0.3335492344323309,-0.5962525886273814,4,0.579369807210273,1.2699749515593841,1.346899537762621
35,Alberto Uda,-0.6452497246608632,-0.5084994093508479,-0.6480602126157889,-0.4050921650250866,0.04851811986442262,2,1.4328010625503482,1.2699749515593841,0.38944512864954217
36,Alejandro Perez,0.5890140252831765,-0.44211180185767673,-0.1861559401755687,-0.44409699919025697,-0.24423952687090614,11,-1.1274927034698774,-1.584704776027595,0.38944512864954217
37,Alekander Volkov,-1.1559811786746463,1.648553119584955,-0.3180180310998491,-0.19046337303219057,2.3581445397214083,1,2.570709403003781,1.9836448834561262,0.15008152637127248
38,Aleksa Camur,-0.9121920312920672,1.60430588822217,-0.6480602126157889,-0.4594647923299535,0.04851811986442262,3,0.8638468923236303,0.5563050196626393,-1.2861000872983457
39,Aleksandar Rakic,0.699514300573477,0.4591559357040678,-0.5301880049315247,-0.13036731127417964,0.051817586178504065,7,1.7172781476637056,1.5078649288582981,-0.32864567818526685
40,Aleksei Kunchenko,-0.2836518552191046,-0.47531398582875867,-0.6480602126157889,-0.4780659543026712,0.23328823345298164,4,-0.5585385332431596,-0.3952548895330194,0.8681723332060816
41,Aleksei Oleinik,-0.5485404269137608,0.6789119172572899,1.82725614875376,0.612411835728078,0.29935454719395244,15,1.1483239774369909,1.9836448834561262,3.022444753710509
42,Alen Amedovski,-1.1382758216021684,-0.47531398582875867,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,2,0.01041563698355831,0.5563050196626393,0.15008152637127248
43,Alessandro Ricci,-0.20261579784891767,-0.8071682210496516,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,2,0.29489272209691564,-0.633144866831936,0.8681723332060816
44,Alessio Di Chirico,0.34034848568436954,0.17124868268118323,-0.6480602126157889,0.5146637515665199,0.9180924669405778,10,0.579369807210273,0.5563050196626393,0.15008152637127248
45,Alessio Sakara,0.220971683841142,0.688778291453646,-0.6480602126157889,-0.10874290673861203,-0.520674429924383,5,0.579369807210273,0.08052506506480867,0.38944512864954217
46,Alex Caceres,1.009676720382724,0.6917506838673186,0.8375143715425531,-0.567972723784477,0.14453832137969058,23,0.01041563698355831,0.3184150423637227,0.38944512864954217
47,Alex Chambers,0.22526366478136117,1.1540903091058248,0.25955578655304573,0.06709117735928467,1.350377545498427,5,-1.9809239588099494,-2.060484730625423,2.06499034459743
48,Alex Da Silva,-1.1069509590893234,-0.43106675446597303,-0.6480602126157889,0.6480197743533898,0.6490209890272386,3,-0.5585385332431596,0.3184150423637227,-1.5254636895766152
49,Alex Garcia,0.25446993756660485,0.04579197886900474,-0.6090968995384929,1.538865533350989,0.5726640065113412,10,-0.2740614481298022,0.08052506506480867,0.15008152637127248
50,Alex Gorgees,-1.1559811786746463,-2.3336977030657584,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,1,1.1483239774369909,0.5563050196626393,-1.7648272918548848
51,Alex Morono,0.6329283888031422,0.0784692885779583,0.10239284298611605,-0.7518002136289955,-0.8291399196812319,13,0.29489272209691564,0.08052506506480867,0.15008152637127248
52,Alex Munoz,-0.8788242429631666,1.847665660717491,-0.6480602126157889,2.5997109228754574,1.9424117841471509,1,-0.2740614481298022,-0.633144866831936,-0.08928207590699719
53,Alex Nicholson,0.06409951708169481,-0.33980683922713717,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,4,1.7172781476637056,2.221534860755043,-0.8073728827418062
54,Alex Oliveira,-0.039970600741453734,0.5347681530128762,0.24906085542327028,0.8559114522136233,0.11950366980904907,20,0.29489272209691564,1.0320849742604674,0.6288087309278119
55,Alex Perez,0.06191472138892865,0.5320018909412048,1.4869001490654468,1.23288323249826,0.8323475861033871,8,-1.1274927034698774,-1.584704776027595,-0.8073728827418062
56,Alex Reyes,-1.1559811786746463,-2.3336977030657584,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,1,0.29489272209691564,0.3184150423637227,-0.08928207590699719
57,Alex Soto,-0.9516885970691331,0.15520906109093754,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,2,-0.5585385332431596,-0.15736491223410537,-0.5680092804635365
58,Alex Torres,-1.1559811786746463,-2.3336977030657584,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,1,0.01041563698355831,-0.3952548895330194,-1.046736485020076
59,Alex White,1.0045377172474943,0.37932128750097444,-0.36457755311155904,-0.4000023965537841,-0.49597630861686176,10,0.579369807210273,-0.15736491223410537,0.15008152637127248
60,Alexa Grasso,1.19990952284064,0.21535764122472417,-0.07392433442244407,-0.5356580135232032,0.10722112489492316,8,-1.4119697885832347,-1.346814798728681,-1.5254636895766152
61,Alexander Gustafsson,0.5322188550923866,-0.1315894639927933,0.2620804339067336,-0.06769750270884539,0.08877034309720758,16,2.0017552327770662,1.7457549061572122,0.38944512864954217
62,Alexander Hernandez,-0.7459489430105808,0.20913537431433257,-0.6480602126157889,0.27742739351232265,-0.0034484745823596032,8,-0.2740614481298022,0.08052506506480867,-0.32864567818526685
63,Alexander Munoz,-0.8863149709553688,0.5202487198339196,-0.6480602126157889,1.7411957549038735,0.6952135174243786,1,-0.2740614481298022,0.08052506506480867,0.15008152637127248
64,Alexander Volkanovski,1.6803035284349312,1.2946416397509501,-0.26521128205729877,1.4472973957635518,1.2659991934723431,10,-1.1274927034698774,-0.15736491223410537,0.38944512864954217
65,Alexander Volkov,1.3887225278847595,1.074568201874636,-0.5013747986087046,-0.20763367639162228,1.3188126507857643,9,2.570709403003781,1.9836448834561262,0.38944512864954217
66,Alexander Yakovlev,0.08584028309157159,0.5942399231447602,-0.5747175056122468,0.011764644312227056,0.41549209546392135,9,1.4328010625503482,0.5563050196626393,1.1075359354843513
67,Alexandr Romanov,-0.9561149363372525,-1.1058370327484552,1.99227723951173,1.9171913643380483,1.2033313297929153,2,1.1483239774369909,0.7941949969615534,-0.32864567818526685
68,Alexandra Albu,0.6967822926693545,0.48706329631183065,0.13578996848456815,0.18942958879523528,-0.17089639002199095,4,-2.26540104392331,-2.060484730625423,-0.5680092804635365
69,Alexandre Ferreira,-1.1559811786746463,-2.3336977030657584,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,1,-0.843015618356517,-1.1089248214297642,0.15008152637127248
70,Alexandre Pantoja,0.738574570517059,0.37618375679114424,1.4472075761490475,-0.06558843950905113,0.813914317809127,11,-1.4119697885832347,-1.1089248214297642,0.15008152637127248
71,Alexis Davis,0.7858210567181596,0.47031458498025797,1.0412903126013722,-0.29284052061102706,0.3987353184591093,13,-1.1274927034698774,-0.8710348441308501,1.346899537762621
72,Alexis Dufresne,-0.7473960154636198,-0.9399099151380088,-0.6480602126157889,0.45342300294649746,1.2033313297929153,2,-0.2740614481298022,-0.8710348441308501,-1.5254636895766152
73,Ali AlQaisi,-0.9564554239732618,0.38750702574556234,1.0021506949639103,0.8826805869322895,-0.09005946532699652,1,-1.1274927034698774,-0.8710348441308501,-0.08928207590699719
74,Ali Bagautinov,1.2815860211472345,0.17654254764085214,0.15347079963720783,1.1974694817734404,0.5497070529733884,7,-1.696446873696592,-1.584704776027595,0.15008152637127248
75,Ali Qaisi,-1.1559811786746463,-2.3336977030657584,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,1,-0.5585385332431596,-0.8710348441308501,-0.32864567818526685
76,Alistair Overeem,0.6376571645979398,2.203690802807323,-0.2878644520407864,-0.41967991868460564,0.07378127695587829,20,1.7172781476637056,1.9836448834561262,2.3043539468756995
77,Aljamain Sterling,1.4262691589082899,0.8066552064832746,1.141974120858063,1.0406316858988207,1.1346468839006318,15,-0.843015618356517,-0.15736491223410537,-0.08928207590699719
78,Allan Zuniga,-1.1559811786746463,-2.3336977030657584,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,1,-0.843015618356517,-0.3952548895330194,-1.046736485020076
79,Allen Crowder,-0.748530974250317,-0.34257229174040177,0.01202415041609069,-0.3049320620950684,-0.5981772776955333,3,1.4328010625503482,1.0320849742604674,-0.32864567818526685
80,Alonzo Menifield,-0.9138944694721132,0.3764452179048664,-0.4555356067314908,-0.6984181807487111,-0.806043655482662,6,0.579369807210273,1.0320849742604674,0.6288087309278119
81,Alptekin Ozkilic,1.0373266765611306,-0.9952189537884005,-0.6480602126157889,2.027367477489525,1.7229972742607373,4,-1.4119697885832347,-1.584704776027595,-0.32864567818526685
82,Alvaro Herrera,-0.8495423062663765,-0.20429969428478661,-0.510542637121665,-0.8343497490108787,-1.1062950900640702,4,0.579369807210273,0.5563050196626393,-0.8073728827418062
83,Amanda Cooper,0.1550853797963456,-0.5361539289525893,1.0846612403428952,-0.4027074006219147,-0.3398840564081937,6,-1.9809239588099494,-1.822594753326509,-1.046736485020076
84,Amanda Lemos,-0.8961210148724336,1.0532066215986733,0.11103680487087264,0.6113897938532689,2.589107181707107,5,-1.696446873696592,-1.584704776027595,0.8681723332060816
85,Amanda Nunes,-0.13838505721021205,1.0396768014214148,-0.04343690621406043,0.3171689236744085,0.5819186427756605,15,-0.5585385332431596,-0.633144866831936,0.38944512864954217
86,Amanda Ribas,-0.8506318667016058,0.3609586869278913,1.8932645850569476,1.2999189585664792,1.434293971778614,5,-1.9809239588099494,-1.346814798728681,-1.046736485020076
87,Amilcar Alves,-1.019786124270971,-1.0062807621821872,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,2,0.579369807210273,0.3184150423637227,-2.0041908941331545
88,Amir Albazi,-1.0691568314923032,-0.9399099151380088,1.99227723951173,0.5349819439037979,1.2033313297929153,2,-1.4119697885832347,-0.8710348441308501,-0.8073728827418062
89,Amir Sadollah,2.6225359674082647,0.4387563068833194,-0.08171231959406013,-0.4222235334952005,-0.02125249907627841,7,0.01041563698355831,0.5563050196626393,0.15008152637127248
90,An Ying Wang,-0.713347251862701,-1.4045058444472587,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,2,0.579369807210273,0.08052506506480867,-1.7648272918548848
91,Anderson Dos Santos,-1.0180836860909248,-0.6246483916781606,0.05327942310558321,-0.1947559488720485,-0.482695956702684,4,-1.4119697885832347,-0.3952548895330194,1.346899537762621
92,Anderson Silva,0.8678040830422509,2.26393988618144,-0.02028710433460434,-0.6578393975524778,-0.07409202342737811,14,1.1483239774369909,1.2699749515593841,2.5437175491539694
93,Andre Ewell,-0.5093100359841946,0.014171011122058144,-0.6274325762710428,-0.5789414865393324,1.2957163865871948,8,-0.5585385332431596,0.7941949969615534,0.6288087309278119
94,Andre Fili,0.7466652974601437,0.012882412415521731,-0.3994160830825147,0.8562499648194746,1.2801427598308062,16,0.29489272209691564,0.5563050196626393,-0.32864567818526685
95,Andre Muniz,-1.055423830173266,1.560058656859383,2.1572983302696995,1.6782379759192911,0.587430951164386,3,0.8638468923236303,1.5078649288582981,-0.08928207590699719
96,Andre Petroski,-0.919001784012251,1.4494405784524191,1.1671717857218804,3.0718942652598287,0.9261761594100771,1,0.579369807210273,0.3184150423637227,-0.08928207590699719
97,Andre Soukhamthath,0.8451457266036934,-0.005345178109404598,-0.5537624464683776,-0.38669541142569547,-0.4553103862958084,7,-0.2740614481298022,-0.3952548895330194,-0.08928207590699719
98,Andre Winner,1.165860759154599,0.771351757264638,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,4,0.29489272209691564,0.3184150423637227,-0.5680092804635365
99,Andrea Lee,-0.3551542587810343,0.6245457651890575,0.5542363057637062,0.5454067709434529,0.7414060458215181,7,-1.1274927034698774,-0.633144866831936,0.38944512864954217
100,Andreas Michailidis,-0.9925471133902357,-0.6080556799171158,-0.6480602126157889,-0.5124065610215346,0.04851811986442262,2,0.579369807210273,1.0320849742604674,0.38944512864954217
101,Andreas Stahl,0.2400181289630278,-1.1390224562705444,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,2,0.29489272209691564,0.3184150423637227,-1.046736485020076
102,Andrei Arlovski,-0.01740188589828373,0.6456163015363958,-0.22313080217851394,-0.6111131960837637,-0.22863555896167376,20,1.4328010625503482,1.2699749515593841,2.783081151432239
103,Andrew Craig,0.7139444908290581,0.28716062636386785,-0.6480602126157889,-0.3826072440000458,-0.029349285147898568,7,0.8638468923236303,1.0320849742604674,-0.32864567818526685
104,Andrew Holbrook,-0.3070320062704673,0.6054246406497543,1.304689361463536,-0.634029543093608,-0.5673822590720571,5,0.29489272209691564,-0.3952548895330194,0.15008152637127248
105,Andrew Sanchez,1.0114117843216233,0.7636084923292411,-0.6480602126157889,1.5354700831396266,0.24047373787031437,9,0.8638468923236303,0.5563050196626393,0.38944512864954217
106,Andy Enz,1.6700662002016209,-1.1390224562705444,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,3,1.4328010625503482,1.5078649288582981,-1.7648272918548848
107,Andy Ogle,0.9155077668835339,0.2842634862677894,-0.6480602126157889,0.17679033775890457,0.44295098708781827,6,-0.5585385332431596,-0.633144866831936,-1.2861000872983457
108,Angela Hill,1.6102640807943036,0.8628735858775335,-0.565549667236804,-0.6006087740983213,-0.06921376295859852,18,-1.9809239588099494,-1.822594753326509,1.346899537762621
109,Angela Magana,0.19461977749513587,-1.1390224562705444,-0.3730250613525058,-0.6912638876822813,-0.33641961677840837,3,-2.549878129036667,-1.584704776027595,0.15008152637127248
110,Anistavio Medeiros,-1.1559811786746463,-2.3336977030657584,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,1,-1.1274927034698774,-0.3765233952575154,-1.5254636895766152
111,Anna Elmose,-0.9516885970691331,-0.34257229174040177,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,2,-1.9809239588099494,-1.584704776027595,0.38944512864954217
112,Anthony Birchak,-0.7295014985555272,-0.17111427020960687,-0.5105426369841474,-0.4060460708149725,0.5361059193553833,6,-0.5585385332431596,-0.633144866831936,-0.08928207590699719
113,Anthony Christodoulou,-0.8495423062663765,-1.570432962057705,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,2,-0.2740614481298022,0.08052506506480867,-0.5680092804635365
114,Anthony Hamilton,0.5467920844470606,0.9365493228739785,-0.6480602126157889,0.23971404865809998,0.02738687104225813,10,2.0017552327770662,1.0320849742604674,1.5862631400408906
115,Anthony Hernandez,-0.8956783809456216,1.2171426137977948,0.46583215000050815,2.6040034987153153,1.1802350655943454,4,0.579369807210273,0.7941949969615534,-0.8073728827418062
116,Anthony Ivy,-1.0174027108189065,-1.1390224562705444,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,2,1.1483239774369909,0.5563050196626393,-0.08928207590699719
117,Anthony Johnson,0.2680677508306445,0.8681938048626753,-0.008790308105732605,0.17704712533005593,0.22246756858647965,11,1.1483239774369909,1.5078649288582981,0.38944512864954217
118,Anthony Lapsley,-0.8835910698672953,-0.9399099151380088,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,2,-0.2740614481298022,-0.15736491223410537,0.8681723332060816
119,Anthony Njokuani,3.1236849333934806,0.23145652235760794,-0.4226296153901655,-0.21422584638541214,0.997857065001009,8,0.8638468923236303,0.7941949969615534,0.8681723332060816
120,Anthony Perosh,-0.021478231527965002,0.5320373400715197,0.11967018338890435,0.05118586586104716,-0.34679293892222157,9,1.4328010625503482,0.7941949969615534,3.022444753710509
121,Anthony Pettis,0.16404654076915515,0.47507682553788183,0.33493286523905474,-0.1019185258412067,-0.17915901525526545,20,0.01041563698355831,0.08052506506480867,0.6288087309278119
122,Anthony Rocco Martin,0.3839787505167047,-0.022511424428306934,0.8115906257715896,-0.09763242998468305,0.1115753563198987,13,0.579369807210273,0.3184150423637227,-0.32864567818526685
123,Anthony Smith,0.26513216291660835,0.49972043235319985,0.010882547906056826,-0.4808161760297096,-0.45443415568302475,17,1.7172781476637056,1.0320849742604674,0.6288087309278119
124,Anton Kuivanen,0.46700988630248697,-0.6412411034392053,-0.3730250613525058,-0.4050921650250866,-0.33641961677840837,3,-0.5585385332431596,0.08052506506480867,-0.8073728827418062
125,Anton Zafir,-0.5771521974590254,-0.07708890356368728,-0.6480602126157889,-0.4050921650250866,-0.3441183715112649,2,0.29489272209691564,0.08052506506480867,-0.32864567818526685
126,Antonina Shevchenko,-0.3033028559259206,1.326180433941802,0.2713430073214721,-0.23093623095085097,2.2591605502989656,7,-0.5585385332431596,-1.1089248214297642,1.346899537762621
127,Antonio Arroyo,-1.0220560418443654,2.201643511619776,-0.15299694034187922,0.45056128571992565,0.7875985742186579,3,1.4328010625503482,0.3184150423637227,-0.08928207590699719
128,Antonio Banuelos,-1.1559811786746463,-2.3336977030657584,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,1,-1.4119697885832347,-2.060484730625423,0.15008152637127248
129,Antonio Braga Neto,-0.7700951911975656,-0.45319037014736563,0.17704524117406067,0.02416541896070543,-0.059264446395570096,3,1.4328010625503482,1.2699749515593841,-0.08928207590699719
130,Antonio Carlos Junior,-0.11145944566475095,0.027813907391875888,0.5040513204065793,1.704526131633372,1.009837627037613,11,1.1483239774369909,1.7457549061572122,-0.32864567818526685
131,Antonio Carvalho,0.41309934399111337,-0.8320572886912185,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,4,-0.2740614481298022,-0.8710348441308501,0.6288087309278119
132,Antonio Dos Santos,0.10382307455935227,-0.6744265269612946,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,2,0.01041563698355831,0.08052506506480867,-1.046736485020076
133,Antonio McKee,-1.1559811786746463,-2.3336977030657584,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,1,-0.5585385332431596,0.09176396163011215,2.3043539468756995
134,Antonio Silva,-0.1540990119636826,0.7066638854127317,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,10,1.7172781476637056,1.9836448834561262,1.346899537762621
135,Aori Qileng,-0.6295872934044404,0.5866195668780982,-0.6480602126157889,1.7411957549038735,2.3581445397214083,1,-0.843015618356517,-0.633144866831936,-0.8073728827418062
136,Ariane Carnelossi,-0.772932588164309,0.3875070257455627,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,2,-2.26540104392331,-2.5362646852232538,-1.046736485020076
137,Ariane Lipski,-0.9984813264749673,-0.20983059765204454,-0.05869917419446778,-0.6221738574979014,1.8302299294683833,7,-1.1274927034698774,-1.1089248214297642,-0.8073728827418062
138,Ariel Beck,-1.1559811786746463,-2.3336977030657584,-0.6480602126157889,-0.8343497490108787,-1.1062950900640702,1,-1.1274927034698774,-1.346814798728681,-0.8073728827418062
